game,date,age,team,opp,result,mp,playoffs mp,fg,playoffs fg,fga,fgp,three,playoffs 3,threeatt,threep,playoffs 3p,ft,playoffs ft,fta,ftp,orb,playoffs orb,drb,playoffs drb,trb,playoffs trb,ast,stl,blk,tov,playoffs tov,pts,playoffs pts,game_score,plus_minus
52,2/24/1987,24-007,CHI,ATL,W (+10),42,44,10,15,22,0.455,0,3,0,,0.429,14,12,18,0.778,3,0,9,1,12,1,2,5,5,2,1,34,45,32.5,
53,2/26/1987,24-009,CHI,NJN,W (+15),37,44,16,15,25,0.64,0,3,0,,0.429,26,12,27,0.963,1,0,7,1,8,1,3,3,2,3,1,58,45,51.2,
54,2/28/1987,24-011,CHI,MIL,W (+3),38,44,11,15,28,0.393,0,3,1,0,0.429,15,12,17,0.882,3,0,3,1,6,1,2,3,1,3,1,37,45,24.5,
55,3/1/1987,24-012,CHI,NJN,L (-10),39,44,10,15,23,0.435,0,3,1,0,0.429,10,12,12,0.833,3,0,1,1,4,1,4,3,2,7,1,30,45,18.1,
56,3/3/1987,24-014,CHI,LAC,W (+34),28,44,11,15,17,0.647,0,3,0,,0.429,8,12,9,0.889,0,0,3,1,3,1,8,3,2,2,1,30,45,30.6,
57,3/4/1987,24-015,CHI,DET,W (+5),43,44,22,15,39,0.564,0,3,0,,0.429,17,12,18,0.944,3,0,4,1,7,1,3,3,3,5,1,61,45,47.6,
58,3/6/1987,24-017,CHI,NYK,L (-1),39,44,10,15,24,0.417,0,3,0,,0.429,7,12,9,0.778,3,0,5,1,8,1,5,8,3,4,1,27,45,25.8,
59,3/8/1987,24-019,CHI,DAL,W (+10),44,44,11,15,28,0.393,0,3,1,0,0.429,11,12,12,0.917,3,0,3,1,6,1,4,5,3,1,1,33,45,28.5,
60,3/9/1987,24-020,CHI,ATL,L (-5),42,44,12,15,26,0.462,0,3,1,0,0.429,7,12,10,0.7,2,0,5,1,7,1,8,3,1,3,1,31,45,24.8,
61,3/11/1987,24-022,CHI,PHI,L (-9),44,44,19,15,34,0.559,1,3,1,1,0.429,10,12,11,0.909,4,0,4,1,8,1,7,2,4,6,1,49,45,38.5,
62,3/13/1987,24-024,CHI,DET,L (-1),36,44,7,15,22,0.318,0,3,0,,0.429,10,12,13,0.769,1,0,3,1,4,1,3,0,0,2,1,24,45,11.1,
63,3/14/1987,24-025,CHI,WSB,L (-1),47,44,5,15,20,0.25,0,3,0,,0.429,3,12,3,1,1,0,6,1,7,1,8,4,2,7,1,13,45,7.5,
64,3/16/1987,24-027,CHI,HOU,L (-1),43,44,15,15,28,0.536,0,3,1,0,0.429,14,12,14,1,1,0,3,1,4,1,5,4,0,4,1,44,45,33.5,
65,3/17/1987,24-028,CHI,DAL,L (-18),42,44,7,15,21,0.333,1,3,2,0.5,0.429,6,12,7,0.857,0,0,3,1,3,1,9,0,0,3,1,21,45,11.7,
66,3/19/1987,24-030,CHI,LAC,W (+17),41,44,14,15,23,0.609,1,3,1,1,0.429,11,12,11,1,3,0,4,1,7,1,3,2,4,2,1,40,45,36.1,
67,3/21/1987,24-032,CHI,SAC,W (+15),44,44,13,15,25,0.52,0,3,1,0,0.429,14,12,15,0.933,1,0,2,1,3,1,5,4,0,7,1,40,45,28.3,
68,3/22/1987,24-033,CHI,POR,L (-2),43,44,14,15,26,0.538,0,3,2,0,0.429,18,12,20,0.9,0,0,1,1,1,1,6,4,0,7,1,46,45,32.9,
69,3/24/1987,24-035,CHI,PHI,W (+2),44,44,22,15,32,0.688,0,3,1,0,0.429,12,12,15,0.8,1,0,6,1,7,1,3,8,0,7,1,56,45,46,
70,3/26/1987,24-037,CHI,NJN,L (-2),43,44,14,15,30,0.467,0,3,0,,0.429,12,12,14,0.857,1,0,5,1,6,1,7,4,1,4,1,40,45,31.2,
71,3/27/1987,24-038,CHI,BOS,L (-5),40,44,9,15,23,0.391,0,3,0,,0.429,4,12,5,0.8,3,0,4,1,7,1,7,7,1,3,1,22,45,20.8,
72,3/29/1987,24-040,CHI,NYK,W (+19),40,44,13,15,24,0.542,0,3,2,0,0.429,7,12,9,0.778,0,0,1,1,1,1,8,4,1,1,1,33,45,29,
73,3/31/1987,24-042,CHI,WSB,W (+26),34,44,12,15,18,0.667,0,3,0,,0.429,12,12,14,0.857,0,0,3,1,3,1,4,3,1,4,1,36,45,30,
74,4/1/1987,24-043,CHI,IND,L (-5),41,44,10,15,25,0.4,1,3,3,0.333,0.429,5,12,6,0.833,2,0,7,1,9,1,7,5,3,3,1,26,45,22.6,
75,4/3/1987,24-045,CHI,WSB,L (-4),45,44,13,15,22,0.591,1,3,2,0.5,0.429,5,12,5,1,1,0,1,1,2,1,7,2,1,4,1,32,45,24.8,
76,4/4/1987,24-046,CHI,ATL,L (-13),35,44,9,15,24,0.375,0,3,1,0,0.429,13,12,13,1,5,0,1,1,6,1,7,1,0,1,1,31,45,25.3,
77,4/7/1987,24-049,CHI,DET,W (+30),26,44,13,15,21,0.619,0,3,0,,0.429,13,12,16,0.813,2,0,3,1,5,1,4,4,1,3,1,39,45,35.1,
78,4/10/1987,24-052,CHI,PHI,L (-2),50,44,11,15,31,0.355,0,3,1,0,0.429,12,12,15,0.8,3,0,3,1,6,1,10,3,1,3,1,34,45,25,
79,4/12/1987,24-054,CHI,IND,W (+21),42,44,19,15,27,0.704,0,3,0,,0.429,15,12,18,0.833,2,0,2,1,4,1,8,4,2,3,1,53,45,49.7,
80,4/13/1987,24-055,CHI,MIL,W (+7),41,44,16,15,31,0.516,0,3,1,0,0.429,18,12,22,0.818,1,0,8,1,9,1,4,4,3,1,1,50,45,42.1,
81,4/16/1987,24-058,CHI,ATL,L (-3),41,44,22,15,38,0.579,0,3,3,0,0.429,17,12,21,0.81,5,0,5,1,10,1,1,4,1,3,1,61,45,47.8,
82,4/17/1987,24-059,CHI,BOS,L (-3),25,44,5,15,15,0.333,0,3,0,,0.429,7,12,7,1,1,0,3,1,4,1,8,0,2,1,1,17,45,15.3,
1,11/7/1987,24-263,CHI,PHI,W (+10),38,40,15,12,25,0.6,0,0,0,,0,6,7,10,0.6,2,0,3,5,5,5,3,6,4,2,6,36,31,32.9,
2,11/10/1987,24-266,CHI,ATL,W (+10),42,44,11,10,23,0.478,1,0,3,0.333,0,6,10,9,0.667,0,3,6,2,6,5,7,1,1,3,7,29,30,20.3,
3,11/11/1987,24-267,CHI,NJN,W (+9),40,39,10,18,20,0.5,0,1,1,0,1,11,7,13,0.846,1,2,2,5,3,7,4,2,0,5,5,31,44,19.7,
4,11/13/1987,24-269,CHI,NJN,W (+18),35,43,10,14,19,0.526,0,0,0,,0,16,22,17,0.941,3,0,4,3,7,3,5,6,1,3,1,36,50,36.4,
5,11/14/1987,24-270,CHI,IND,L (-1),40,44,14,17,29,0.483,0,1,0,,1,9,9,11,0.818,3,3,2,6,5,9,5,4,1,3,2,37,44,28.2,
6,11/17/1987,24-273,CHI,WSB,W (+4),36,46,10,11,18,0.556,0,1,0,,0.5,6,11,6,1,0,2,3,8,3,10,7,2,1,3,6,26,34,21.7,
7,11/18/1987,24-274,CHI,WSB,W (+2),40,42,9,19,21,0.429,0,4,1,0,0.364,12,7,12,1,1,2,2,3,3,5,8,3,1,2,5,30,49,26.3,
8,11/20/1987,24-276,CHI,ATL,W (+2),40,42,10,14,22,0.455,0,0,0,,0,13,10,14,0.929,0,4,7,15,7,19,7,4,4,2,4,33,38,31.8,
9,11/21/1987,24-277,CHI,DET,L (-12),44,38,17,6,38,0.447,0,0,2,0,0,15,10,17,0.882,2,0,4,3,6,3,8,6,1,4,6,49,22,36.9,
10,11/23/1987,24-279,CHI,BOS,W (+5),41,39,12,10,26,0.462,0,2,0,,1,7,13,10,0.7,4,2,6,1,10,3,3,4,0,5,3,31,35,20.1,
11,11/25/1987,24-281,CHI,MIL,W (+2),39,46,13,11,24,0.542,0,0,1,0,0,7,11,8,0.875,1,0,2,7,3,7,6,3,1,1,1,33,33,27.2,
12,11/27/1987,24-283,CHI,DAL,L (-1),45,37,8,11,20,0.4,0,1,1,0,0.5,9,6,9,1,1,0,5,8,6,8,9,3,1,3,2,25,29,22.6,
13,11/28/1987,24-284,CHI,HOU,W (+12),41,40,12,14,22,0.545,0,1,1,0,1,10,7,10,1,3,2,4,6,7,8,6,4,2,7,4,34,36,27.7,
14,12/1/1987,24-287,CHI,GSW,W (+1),40,44,6,15,15,0.4,0,1,0,,0.333,4,4,6,0.667,0,2,6,3,6,5,9,3,1,3,5,16,35,15.1,
15,12/2/1987,24-288,CHI,UTA,W (+4),39,39,17,13,27,0.63,0,0,0,,0,13,11,16,0.813,2,0,2,3,4,3,9,3,3,2,0,47,37,43.5,
16,12/4/1987,24-290,CHI,DEN,L (-16),35,44,9,10,15,0.6,1,0,1,1,0,4,9,5,0.8,1,1,3,7,4,8,5,4,0,4,3,23,29,19.2,
17,12/5/1987,24-291,CHI,SAS,L (-9),40,34,15,16,22,0.682,0,6,2,0,0.6,10,1,12,0.833,1,2,1,1,2,3,8,1,0,6,1,40,39,30.2,
18,12/8/1987,24-294,CHI,PHI,L (-13),42,50,14,16,26,0.538,0,0,1,0,0,5,7,6,0.833,1,1,4,4,5,5,10,3,3,7,5,33,39,25.4,
19,12/10/1987,24-296,CHI,MIL,W (+6),40,41,11,11,18,0.611,0,0,0,,0,10,4,11,0.909,1,2,6,5,7,7,4,3,1,3,5,32,26,28.6,
20,12/12/1987,24-298,CHI,HOU,W (+9),40,45,16,9,28,0.571,0,0,0,,0,12,10,12,1,0,1,3,3,3,4,9,5,5,3,4,44,28,42.3,
21,12/15/1987,24-301,CHI,DET,L (-4),50,44,12,15,26,0.462,1,3,2,0.5,0.429,13,12,16,0.813,3,0,5,1,8,1,12,3,1,2,1,38,45,34.7,
22,12/17/1987,24-303,CHI,CLE,W (+11),41,44,20,15,31,0.645,0,3,0,,0.429,12,12,12,1,0,0,3,1,3,1,6,4,1,2,1,52,45,45.3,
23,12/19/1987,24-305,CHI,WSB,L (-13),43,44,12,15,23,0.522,0,3,0,,0.429,6,12,8,0.75,0,0,2,1,2,1,7,3,2,2,1,30,45,24.6,
24,12/22/1987,24-308,CHI,DAL,L (-11),41,44,11,15,20,0.55,0,3,1,0,0.429,6,12,7,0.857,4,0,2,1,6,1,7,4,2,4,1,28,45,26.1,
25,12/23/1987,24-309,CHI,NYK,L (-1),39,44,5,15,15,0.333,0,3,0,,0.429,6,12,9,0.667,1,0,4,1,5,1,2,3,0,2,1,16,45,9.4,
26,12/26/1987,24-312,CHI,IND,L (-14),34,44,6,15,22,0.273,0,3,0,,0.429,5,12,6,0.833,2,0,4,1,6,1,6,0,2,5,1,17,45,5.6,
27,12/29/1987,24-315,CHI,ATL,L (-10),43,44,16,15,37,0.432,0,3,2,0,0.429,7,12,9,0.778,6,0,2,1,8,1,6,5,0,2,1,39,45,28.7,
28,1/2/1988,24-319,CHI,NJN,W (+23),37,44,9,15,19,0.474,0,3,0,,0.429,7,12,7,1,3,0,7,1,10,1,10,6,3,1,1,25,45,32,
29,1/5/1988,24-322,CHI,IND,W (+16),38,44,12,15,20,0.6,0,3,0,,0.429,7,12,8,0.875,6,0,5,1,11,1,9,4,5,2,1,31,45,36.9,
30,1/7/1988,24-324,CHI,DEN,W (+4),42,44,11,15,22,0.5,0,3,0,,0.429,6,12,11,0.545,3,0,6,1,9,1,5,6,4,3,1,28,45,27.4,
31,1/9/1988,24-326,CHI,UTA,W (+22),38,44,17,15,23,0.739,0,3,0,,0.429,11,12,14,0.786,1,0,2,1,3,1,8,4,0,1,1,45,45,43.2,
32,1/12/1988,24-329,CHI,BOS,L (-7),43,44,19,15,35,0.543,0,3,1,0,0.429,4,12,5,0.8,2,0,2,1,4,1,6,3,1,0,1,42,45,34.6,
33,1/14/1988,24-331,CHI,CLE,L (-3),45,44,12,15,24,0.5,0,3,1,0,0.429,4,12,6,0.667,3,0,1,1,4,1,7,1,2,4,1,28,45,19.7,
34,1/16/1988,24-333,CHI,DET,W (+16),38,44,12,15,26,0.462,0,3,0,,0.429,12,12,13,0.923,4,0,6,1,10,1,10,4,4,3,1,36,45,36.4,
35,1/18/1988,24-335,CHI,WSB,W (+14),39,44,13,15,19,0.684,0,3,0,,0.429,7,12,10,0.7,0,0,3,1,3,1,7,5,0,2,1,33,45,30.9,
36,1/19/1988,24-336,CHI,ATL,L (-12),41,44,14,15,22,0.636,0,3,0,,0.429,10,12,10,1,0,0,3,1,3,1,4,3,1,2,1,38,45,33.6,
37,1/22/1988,24-339,CHI,PHO,W (+10),38,44,17,15,25,0.68,0,3,0,,0.429,8,12,8,1,0,0,4,1,4,1,13,4,4,2,1,42,45,45.6,
38,1/23/1988,24-340,CHI,GSW,W (+27),38,44,13,15,19,0.684,0,3,0,,0.429,10,12,13,0.769,3,0,4,1,7,1,8,3,1,2,1,36,45,35.3,
39,1/26/1988,24-343,CHI,IND,L (-4),40,44,13,15,26,0.5,1,3,1,1,0.429,7,12,10,0.7,2,0,5,1,7,1,5,2,1,6,1,34,45,20.9,
40,1/27/1988,24-344,CHI,PHI,W (+10),46,44,12,15,21,0.571,1,3,1,1,0.429,12,12,12,1,2,0,2,1,4,1,7,2,1,2,1,37,45,32.7,
41,1/29/1988,24-346,CHI,NJN,W (+27),27,44,14,15,18,0.778,0,3,0,,0.429,4,12,5,0.8,0,0,1,1,1,1,4,10,2,3,1,32,45,35.7,
42,1/30/1988,24-347,CHI,NYK,W (+2),44,44,10,15,17,0.588,0,3,1,0,0.429,8,12,8,1,1,0,4,1,5,1,4,2,4,5,1,28,45,23.4,
43,2/1/1988,24-349,CHI,SAC,L (-2),40,44,13,15,31,0.419,0,3,0,,0.429,11,12,15,0.733,0,0,5,1,5,1,3,5,2,4,1,37,45,23.3,
44,2/2/1988,24-350,CHI,LAL,L (-9),40,44,14,15,26,0.538,0,3,0,,0.429,11,12,11,1,1,0,1,1,2,1,4,3,1,3,1,39,45,29.7,
45,2/4/1988,24-352,CHI,PHO,W (+12),37,44,14,15,27,0.519,0,3,1,0,0.429,9,12,11,0.818,1,0,4,1,5,1,8,0,1,0,1,37,45,30.7,
46,2/9/1988,24-357,CHI,DET,L (-15),42,44,7,15,22,0.318,0,3,0,,0.429,6,12,8,0.75,1,0,6,1,7,1,9,4,0,2,1,20,45,15.8,
47,2/10/1988,24-358,CHI,NJN,L (-9),37,44,10,15,23,0.435,0,3,2,0,0.429,14,12,15,0.933,2,0,2,1,4,1,4,1,3,3,1,34,45,25.2,
48,2/12/1988,24-360,CHI,MIL,W (+2),43,44,9,15,19,0.474,0,3,1,0,0.429,9,12,10,0.9,0,0,6,1,6,1,8,0,0,3,1,27,45,20.1,
49,2/13/1988,24-361,CHI,DET,L (-9),40,44,9,15,22,0.409,0,3,1,0,0.429,9,12,10,0.9,0,0,2,1,2,1,2,3,2,4,1,27,45,17.2,
50,2/15/1988,24-363,CHI,ATL,W (+19),38,44,13,15,22,0.591,0,3,0,,0.429,6,12,8,0.75,3,0,10,1,13,1,8,5,2,2,1,32,45,35.3,
51,2/19/1988,25-002,CHI,SAC,W (+21),38,44,19,15,27,0.704,0,3,0,,0.429,11,12,14,0.786,2,0,1,1,3,1,3,3,3,5,1,49,45,39.6,
52,2/21/1988,25-004,CHI,CLE,L (-2),45,44,16,15,31,0.516,0,3,2,0,0.429,14,12,15,0.933,1,0,3,1,4,1,9,3,1,3,1,46,45,37.7,
53,2/23/1988,25-006,CHI,SEA,W (+7),48,44,11,15,29,0.379,0,3,0,,0.429,17,12,20,0.85,2,0,7,1,9,1,5,4,2,0,1,39,45,32.7,
54,2/26/1988,25-009,CHI,POR,L (-8),43,44,21,15,34,0.618,0,3,2,0,0.429,10,12,12,0.833,2,0,6,1,8,1,3,2,3,6,1,52,45,37.2,
55,2/27/1988,25-010,CHI,MIL,L (-3),44,44,16,15,27,0.593,0,3,0,,0.429,6,12,8,0.75,1,0,1,1,2,1,3,3,3,3,1,38,45,27.9,
56,2/29/1988,25-012,CHI,PHI,L (-1),46,44,13,15,22,0.591,0,3,0,,0.429,9,12,13,0.692,1,0,4,1,5,1,4,2,0,3,1,35,45,26.5,
57,3/3/1988,25-015,CHI,PHI,W (+4),41,44,15,15,29,0.517,0,3,0,,0.429,6,12,9,0.667,0,0,10,1,10,1,7,3,2,5,1,36,45,26.2,
58,3/5/1988,25-017,CHI,LAC,W (+24),27,44,9,15,13,0.692,0,3,0,,0.429,3,12,4,0.75,0,0,6,1,6,1,4,4,2,2,1,21,45,22.3,
59,3/7/1988,25-019,CHI,NYK,L (-12),44,44,12,15,24,0.5,0,3,2,0,0.429,14,12,16,0.875,1,0,9,1,10,1,3,1,0,4,1,38,45,26.1,
60,3/10/1988,25-022,CHI,LAL,W (+21),42,44,17,15,34,0.5,0,3,1,0,0.429,4,12,4,1,5,0,4,1,9,1,7,3,1,2,1,38,45,31.5,
61,3/12/1988,25-024,CHI,SAS,W (+20),34,44,9,15,22,0.409,0,3,0,,0.429,10,12,12,0.833,3,0,4,1,7,1,6,0,0,2,1,28,45,20.1,
62,3/15/1988,25-027,CHI,CLE,W (+19),37,44,17,15,29,0.586,0,3,0,,0.429,4,12,7,0.571,4,0,2,1,6,1,1,2,1,2,1,38,45,27.3,
63,3/16/1988,25-028,CHI,WSB,L (-3),39,44,10,15,23,0.435,0,3,0,,0.429,5,12,5,1,3,0,1,1,4,1,5,0,2,3,1,25,45,16.4,
64,3/18/1988,25-030,CHI,BOS,W (+10),42,44,19,15,32,0.594,1,3,2,0.5,0.429,11,12,11,1,2,0,3,1,5,1,9,5,1,1,1,50,45,46.9,
65,3/20/1988,25-032,CHI,BOS,L (-30),39,44,10,15,18,0.556,0,3,0,,0.429,6,12,8,0.75,0,0,4,1,4,1,7,1,1,5,1,26,45,17.8,
66,3/23/1988,25-035,CHI,PHI,W (+16),42,44,20,15,35,0.571,0,3,1,0,0.429,9,12,12,0.75,5,0,8,1,13,1,2,0,2,0,1,49,45,38.4,
67,3/25/1988,25-037,CHI,CLE,W (+1),48,44,14,15,29,0.483,0,3,0,,0.429,11,12,13,0.846,2,0,6,1,8,1,7,2,4,3,1,39,45,32.2,
68,3/26/1988,25-038,CHI,IND,W (+9),42,44,16,15,27,0.593,0,3,2,0,0.429,6,12,9,0.667,0,0,3,1,3,1,2,3,4,6,1,38,45,25.6,
69,3/29/1988,25-041,CHI,SEA,L (-3),42,44,8,15,17,0.471,0,3,0,,0.429,10,12,12,0.833,1,0,3,1,4,1,4,2,2,6,1,26,45,17.1,
70,3/30/1988,25-042,CHI,LAC,W (+17),34,44,15,15,25,0.6,0,3,0,,0.429,6,12,6,1,2,0,4,1,6,1,4,6,0,2,1,36,45,32.7,
71,4/1/1988,25-044,CHI,POR,W (+15),42,44,13,15,30,0.433,1,3,2,0.5,0.429,11,12,13,0.846,4,0,7,1,11,1,7,3,0,3,1,38,45,29.2,
72,4/3/1988,25-046,CHI,DET,W (+2),42,44,21,15,27,0.778,0,3,1,0,0.429,17,12,19,0.895,2,0,2,1,4,1,6,2,2,1,1,59,45,54.7,
73,4/5/1988,25-048,CHI,WSB,L (-11),42,44,12,15,20,0.6,0,3,1,0,0.429,5,12,8,0.625,1,0,2,1,3,1,1,4,2,6,1,29,45,18.4,
74,4/6/1988,25-049,CHI,MIL,W (+9),44,44,12,15,22,0.545,0,3,0,,0.429,13,12,13,1,1,0,5,1,6,1,6,3,1,5,1,37,45,29.5,
75,4/8/1988,25-051,CHI,NYK,W (+9),43,44,13,15,24,0.542,0,3,0,,0.429,14,12,18,0.778,3,0,3,1,6,1,3,8,1,3,1,40,45,36,
76,4/14/1988,25-057,CHI,IND,W (+6),38,44,12,15,28,0.429,0,3,2,0,0.429,11,12,12,0.917,2,0,4,1,6,1,3,3,1,2,1,35,45,25,
77,4/15/1988,25-058,CHI,NJN,W (+1),39,44,11,15,20,0.55,0,3,0,,0.429,6,12,8,0.75,0,0,0,1,0,1,4,2,0,3,1,28,45,17.4,
78,4/17/1988,25-060,CHI,MIL,W (+8),38,44,17,15,29,0.586,0,3,1,0,0.429,10,12,14,0.714,1,0,2,1,3,1,6,4,3,2,1,44,45,36.9,
79,4/19/1988,25-062,CHI,NYK,W (+3),40,44,18,15,27,0.667,0,3,2,0,0.429,11,12,13,0.846,3,0,2,1,5,1,2,2,1,6,1,47,45,33.7,
80,4/21/1988,25-064,CHI,BOS,L (-7),41,44,17,15,33,0.515,0,3,2,0,0.429,5,12,6,0.833,3,0,0,1,3,1,8,2,1,4,1,39,45,26.7,
81,4/22/1988,25-065,CHI,CLE,L (-4),42,44,12,15,26,0.462,0,3,0,,0.429,2,12,2,1,1,0,0,1,1,1,7,4,1,2,1,26,45,18.9,
82,4/24/1988,25-067,CHI,BOS,W (+7),44,44,16,15,25,0.64,0,3,1,0,0.429,14,12,15,0.933,0,0,6,1,6,1,6,1,1,3,1,46,45,38,
1,11/4/1988,25-261,CHI,DET,L (-13),43,40,10,12,19,0.526,0,0,2,0,0,8,7,12,0.667,1,0,4,5,5,5,7,5,2,2,6,28,31,26.3,
2,11/5/1988,25-262,CHI,WSB,W (+13),39,44,9,10,21,0.429,0,0,0,,0,11,10,12,0.917,0,3,2,2,2,5,7,3,0,5,7,29,30,19.4,
3,11/8/1988,25-265,CHI,NYK,L (-9),39,39,13,18,21,0.619,2,1,3,0.667,1,3,7,3,1,2,2,1,5,3,7,9,2,0,4,5,31,44,25.5,
4,11/9/1988,25-266,CHI,BOS,W (+6),42,43,18,14,33,0.545,2,0,4,0.5,0,14,22,16,0.875,0,0,3,3,3,3,2,9,2,2,1,52,50,44.4,
5,11/11/1988,25-268,CHI,NJN,W (+12),41,44,14,17,24,0.583,0,1,1,0,1,8,9,11,0.727,1,3,5,6,6,9,3,3,4,6,2,36,44,26.9,
6,11/12/1988,25-269,CHI,NJN,L (-6),43,46,17,11,31,0.548,0,1,3,0,0.5,8,11,12,0.667,2,2,5,8,7,10,6,3,1,1,6,42,34,34.5,
7,11/15/1988,25-272,CHI,PHI,W (+13),43,42,14,19,27,0.519,0,4,0,,0.364,5,7,6,0.833,1,2,5,3,6,5,6,5,1,3,5,33,49,27.6,
8,11/16/1988,25-273,CHI,PHI,L (-13),43,42,24,14,29,0.828,0,0,1,0,0,4,10,4,1,3,4,6,15,9,19,1,4,2,4,4,52,38,46.5,
9,11/18/1988,25-275,CHI,ATL,W (+3),49,38,12,6,21,0.571,0,0,0,,0,10,10,13,0.769,1,0,8,3,9,3,9,1,0,6,6,34,22,25.7,
10,11/22/1988,25-279,CHI,SAC,W (+16),38,39,16,10,20,0.8,0,2,0,,1,0,13,0,,1,2,10,1,11,3,8,1,1,2,3,32,35,32.2,
11,11/23/1988,25-280,CHI,LAC,L (-8),41,46,7,11,15,0.467,1,0,2,0.5,0,11,11,12,0.917,2,0,10,7,12,7,7,5,4,6,1,26,33,27.4,
12,11/26/1988,25-283,CHI,DEN,L (-5),44,37,19,11,27,0.704,3,1,5,0.6,0.5,11,6,14,0.786,2,0,9,8,11,8,7,1,0,6,2,52,29,42.3,
13,11/29/1988,25-286,CHI,GSW,L (-10),43,40,11,14,24,0.458,0,1,1,0,1,4,7,4,1,2,2,8,6,10,8,7,4,0,3,4,26,36,22.1,
14,11/30/1988,25-287,CHI,UTA,L (-14),39,44,11,15,25,0.44,0,1,1,0,0.333,11,4,13,0.846,4,2,4,3,8,5,5,2,1,3,5,33,35,25.9,
15,12/3/1988,25-290,CHI,DAL,W (+13),43,39,16,13,31,0.516,0,0,0,,0,7,11,8,0.875,3,0,8,3,11,3,6,2,3,2,0,39,37,32.1,
16,12/6/1988,25-293,CHI,BOS,W (+5),43,44,14,10,20,0.7,0,0,0,,0,10,9,11,0.909,2,1,7,7,9,8,5,5,0,6,3,38,29,33.6,
17,12/7/1988,25-294,CHI,DET,L (-13),40,34,4,16,16,0.25,0,6,0,,0.6,10,1,11,0.909,3,2,4,1,7,3,7,1,2,3,1,18,39,15.2,
18,12/9/1988,25-296,CHI,MIL,W (+18),40,50,10,16,17,0.588,0,0,2,0,0,15,7,17,0.882,3,1,8,4,11,5,5,1,1,5,5,35,39,29.8,
19,12/10/1988,25-297,CHI,MIA,W (+23),37,41,14,11,25,0.56,1,0,2,0.5,0,9,4,10,0.9,2,2,9,5,11,7,4,2,0,1,5,38,26,32.4,
20,12/13/1988,25-300,CHI,ATL,L (-18),41,45,11,9,24,0.458,0,0,1,0,0,6,10,6,1,2,1,12,3,14,4,6,2,0,1,4,28,28,24.6,
21,12/16/1988,25-303,CHI,IND,W (+7),38,44,10,15,22,0.455,0,3,3,0,0.429,8,12,9,0.889,3,0,4,1,7,1,7,6,0,2,1,28,45,26.8,
22,12/17/1988,25-304,CHI,MIL,W (+19),40,44,12,15,25,0.48,0,3,1,0,0.429,12,12,12,1,0,0,6,1,6,1,5,3,0,3,1,36,45,27.8,
23,12/20/1988,25-307,CHI,LAL,W (+13),39,44,11,15,23,0.478,2,3,3,0.667,0.429,18,12,22,0.818,4,0,3,1,7,1,8,4,0,1,1,42,45,41,
24,12/23/1988,25-310,CHI,CHH,L (-2),41,44,14,15,26,0.538,0,3,0,,0.429,5,12,6,0.833,2,0,3,1,5,1,4,6,0,7,1,33,45,22.1,
25,12/27/1988,25-314,CHI,CLE,L (-11),42,44,18,15,30,0.6,1,3,1,1,0.429,6,12,6,1,3,0,9,1,12,1,4,3,0,4,1,43,45,34.6,
26,12/29/1988,25-316,CHI,NYK,W (+2),40,44,14,15,27,0.519,0,3,2,0,0.429,9,12,12,0.75,1,0,8,1,9,1,3,3,0,3,1,37,45,26.9,
27,12/30/1988,25-317,CHI,IND,W (+16),37,44,13,15,26,0.5,0,3,0,,0.429,5,12,5,1,2,0,5,1,7,1,4,4,2,2,1,31,45,26.7,
28,1/3/1989,25-321,CHI,LAC,W (+5),47,44,15,15,30,0.5,0,3,3,0,0.429,11,12,15,0.733,1,0,9,1,10,1,11,6,0,4,1,41,45,35.5,
29,1/5/1989,25-323,CHI,CLE,L (-5),41,44,13,15,24,0.542,1,3,2,0.5,0.429,5,12,5,1,2,0,9,1,11,1,7,2,0,2,1,32,45,28.6,
30,1/6/1989,25-324,CHI,UTA,L (-14),37,44,12,15,21,0.571,0,3,0,,0.429,3,12,5,0.6,1,0,4,1,5,1,4,2,1,2,1,27,45,20.9,
31,1/10/1989,25-328,CHI,ATL,W (+3),41,44,17,15,29,0.586,0,3,2,0,0.429,14,12,16,0.875,4,0,6,1,10,1,9,3,0,4,1,48,45,42.8,
32,1/11/1989,25-329,CHI,CHH,W (+5),40,44,7,15,15,0.467,0,3,0,,0.429,10,12,11,0.909,1,0,3,1,4,1,10,3,1,6,1,24,45,20.6,
33,1/13/1989,25-331,CHI,DEN,W (+5),46,44,13,15,24,0.542,0,3,1,0,0.429,12,12,13,0.923,1,0,11,1,12,1,11,3,0,6,1,38,45,33.1,
34,1/15/1989,25-333,CHI,BOS,W (+6),41,44,13,15,23,0.565,0,3,3,0,0.429,16,12,17,0.941,1,0,8,1,9,1,11,8,0,2,1,42,45,46.7,
35,1/17/1989,25-335,CHI,IND,W (+7),44,44,10,15,18,0.556,0,3,1,0,0.429,2,12,4,0.5,1,0,5,1,6,1,13,4,1,2,1,22,45,25,
36,1/19/1989,25-337,CHI,MIA,W (+4),41,44,14,15,25,0.56,0,3,1,0,0.429,6,12,8,0.75,3,0,2,1,5,1,7,2,1,1,1,34,45,29.4,
37,1/21/1989,25-339,CHI,PHO,L (-9),41,44,20,15,28,0.714,0,3,0,,0.429,13,12,15,0.867,1,0,13,1,14,1,8,2,1,4,1,53,45,47.9,
38,1/24/1989,25-342,CHI,DAL,W (+18),33,44,10,15,20,0.5,0,3,1,0,0.429,4,12,5,0.8,1,0,2,1,3,1,6,3,0,1,1,24,45,20.7,
